event_id,ticker,company_name,created_at,author_handle,text_raw,query_used,post_uri,has_cashtag,has_plain_ticker,has_company,has_earnings_term,match_score,relevance_label
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-04-09T23:46:25.860Z,kautious.com,"Also worth noting: this wasn’t just $PLTR. $CRM, $ADBE and $NOW were weak too as $IGV/software sold off broadly. Valuation remains the swing risk here as bears keep pointing to ~114x forward earnings and 100x+ sales.",ADBE earnings,at://did:plc:2aqybdhkgskcgdhm5gh3coqw/app.bsky.feed.post/3mj3yjybvez2p,True,True,False,True,3,high
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-26T14:02:06.142Z,firmlix.bsky.social,"🟢 Adobe Inc. (ADBE) +2.17% today

Strong Earnings Trump Analyst Downgrade Pessimism

Find out why: https://firmlix.com/stocks/adobe-inc-adbe/2026-03-26",ADBE earnings,at://did:plc:2cns54fgfnftxduhw74ni5kw/app.bsky.feed.post/3mhxreaj6v32j,False,True,True,True,3,high
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-26T04:27:31.369660Z,epsteinweb.bsky.social,"EFTA02143859.jpg
#epsteinweb #efta02143859
https://epsteinweb.org
Available in the iOS app store now!
https://apps.apple.com/us/app/epstein-web/id6758880661",ADBE earnings,at://did:plc:ndjyym3ihrqu3g25gdztefrv/app.bsky.feed.post/3mhwrasyatj2y,False,False,False,True,1,medium
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-26T00:25:13.957331+00:00,rankedstocks.bsky.social,"$ADBE shares drop after earnings despite solid results, as investor focus shifts to the upcoming CEO leadership transition.

https://www.rankedstocks.com/news/1692b29c7d3ff41aa40b",ADBE earnings,at://did:plc:6bazke6lmaisw2onk47k4ito/app.bsky.feed.post/3mhwdpkityi2z,True,True,False,True,3,high
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-25T16:22:13.797145Z,epsteinweb.bsky.social,"EFTA02128734.jpg
#epsteinweb #efta02128734
https://epsteinweb.org
Available in the iOS app store now!
https://apps.apple.com/us/app/epstein-web/id6758880661",ADBE earnings,at://did:plc:ndjyym3ihrqu3g25gdztefrv/app.bsky.feed.post/3mhvipvaofk2j,False,False,False,True,1,medium
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-21T12:03:53.452Z,mosesinvests.bsky.social,"$ADBE Q1 2026: Revenue $6.4B, +12% YoY. Earnings beat. Stock near 2018 price levels.

CEO exiting after 18 years. Google launched Stitch to compete with core design products.

Goldman Sachs target: $220. Analyst consensus: Hold. Burry just went long.

One of these groups is about to look very wrong.",ADBE earnings,at://did:plc:ajulrxtwzfa675o4xaw6zaci/app.bsky.feed.post/3mhkygaxiau2x,True,True,False,True,3,high
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-21T08:00:45.686Z,mosesinvests.bsky.social,"Beat earnings. Stock drops 5%.
Miss earnings. Stock drops 12%.
In-line earnings. Stock drops 3%.

We're in a market where results aren't rewarded — only guidance changes matter. $MU beat Q2 and fell. $ADBE beat Q1 and fell.

Earnings don't move stocks anymore. Expectations do.",ADBE earnings,at://did:plc:ajulrxtwzfa675o4xaw6zaci/app.bsky.feed.post/3mhkktixvow2j,True,True,False,True,3,high
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-19T08:03:18+00:00,beyondlink.bsky.social,Adobe (ADBE) Stock On Analyst Radar Following Earnings,ADBE earnings,at://did:plc:joxpffdd3w44tpol34fkx3rk/app.bsky.feed.post/3mhfk27pf4h2c,False,True,True,True,3,high
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-16T12:42:20.000Z,nasdaq.activitypub.awakari.com.ap.brid.gy,"Stock Market Today: S&P 500, Nasdaq, Dow Futures Gain As Trump Demands Help To Reopen Strait Of Hormuz— Strategy, Urgent.ly, Adobe In Focus (UPDATED) (Editor’s note: The future prices of be...

#$BTC #ADBE #Analyst #Color #Asia #ASST #Earnings #Earnings #Beats […] 

[Original post on benzinga.com]",ADBE earnings,at://did:plc:sp4n47vvnrezv5u2gwkjk76m/app.bsky.feed.post/3mh6mcytlinp2,False,True,True,True,3,high
ADBE_Q4_2024_2025-01-13,ADBE,ADOBE,2026-03-14T20:04:40.379Z,priceactionplaybook.substack.com,"Weekly Playbook is out - no paywall edition
Bull vs Bear: Trump’s White House Main Event

Last week’s movers: $HIMS, $AVAV, $ORCL, $ADBE, $ULTA
Earnings to watch this week: $DLTR, $LULU, $OKLO, $MU, $ACN, $BABA, $FDX",ADBE earnings,at://did:plc:kyi22b76e5kxueihxcaalydl/app.bsky.feed.post/3mh27zj6nns2l,True,True,False,True,3,high
