event_id,ticker,company_name,created_at,author_handle,text_raw,query_used,post_uri,has_cashtag,has_plain_ticker,has_company,has_earnings_term,match_score,relevance_label
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-12T18:26:13.244Z,v1s1on-3ndl3ss.bsky.social,"#Earnings this week

$NFLX $TSM $GS $JPM $ASML $BLK $MS $BAC $C $KMX $FAST $AA $JNJ $SCHW $SIFY $SLG $JBHT $PGR $FITB $FBK $BK $PLD $NKLR $PEP $SURG $TFC $RF $WFC $SFNC $TRV $PNC $MTB $HOVR $CFG $CNS $ABT $ALLY $HOFT $LAKE $MAMA $VNCE $BSVN $ERIC $IIIN $INDB $GSBC $HOMB $KEY $MAN $MRSH",NFLX earnings,at://did:plc:aq3wnzwalvh432yhuwra5esi/app.bsky.feed.post/3mjcy262y4c25,True,True,False,True,3,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-12T14:01:02.495Z,newsstocks.bsky.social,"AbbVie's Drug Trial Results Spotlight Earnings Season and Stock Shifts

The market continues to focus closely on the earnings reports as JPMorgan Chase (JPM) and Netflix (NFLX) …

https://newsstocks.live/analysis/abbvies-drug-trial-results-spotlight-earnings-season-and-stock-shifts #Finance #Markets",NFLX earnings,at://did:plc:bdxufr7cirpo7bp5zdbke5jo/app.bsky.feed.post/3mjcj7ygdfh26,False,True,True,True,3,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-12T13:15:16+00:00,nb-il.bsky.social,"JPM, NFLX kick off the reporting season

https://www.newsbeep.com/il/388207/

The earnings season kicks into high gear this week, at a time when investors may be starving for…",NFLX earnings,at://did:plc:bi45ejy2s6egyhidp5lcodaa/app.bsky.feed.post/3mjcgobth4d2t,False,True,False,True,2,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-12T09:25:25.973Z,earningsforesight.bsky.social,"Earnings to Watch Week of April 13, 2026
#FAST #GS #SIFY #FBK #ACI #BLK #C #JNJ #JPM #KMX #WFC #ASML #BAC #FHN #MS #MTB #PGR #PNC #HOMB #JBHT #ABT #BK #CFG #KEY #MAN #MRSH #PEP #PLD #SCHW #TRV #TSM #USB #AA #CNS #FNB #NFLX #ALLY #ALV #BMI #ERIC #FITB #RF #STT",NFLX earnings,at://did:plc:uiyroxzf2mxbsc3cdfpilso2/app.bsky.feed.post/3mjbzt5wvy22x,False,True,False,True,2,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-11T15:43:16.524941+00:00,economyapp.extwitter.link,"🗓️ A new earnings season is here!

What are you watching this week?

• Tuesday:  $JPM $WFC $C $BLK $JNJ
• Wednesday: $ASML $BAC $MS
• Thursday: $TSM $NFLX $PEP $SCHW $ABT

All visualized in our newsletter!",NFLX earnings,at://did:plc:kio5ffqovakoioxtxbuat6mr/app.bsky.feed.post/3mja6huvex62a,True,True,False,True,3,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-10T12:20:12.179Z,sharesifysocial.bsky.social,"Sharesify podcast 10 April 2026:

Join the team as they discuss the bumper rally in US tech stocks, the outlook for US Q1 earnings, companies reporting next week and UK dividend 'super-heroes'.

#AVGO #GOOG #JPM #NFLX #NVDA #TSCO

sharesify.com/sharesify-po...",NFLX earnings,at://did:plc:2hwxgpgvitufbxqadhgumek3/app.bsky.feed.post/3mj5cntgwls2p,False,True,False,True,2,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-10T11:52:34.235Z,sharesifysocial.bsky.social,"US Q1 reporting kicks off, we flag crucial earnings next week from JPMorgan Chase and Netflix, and reveal metrics to watch from UK’s number 1 supermarket Tesco... #TSCO $TSCO #NFLX $NFLX #JPM $JPM #Q1earnings #UKinvestors #stockmarkets #equities

sharesify.com/coming-next-...",NFLX earnings,at://did:plc:2hwxgpgvitufbxqadhgumek3/app.bsky.feed.post/3mj5b4gckmc25,True,True,True,True,4,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-03T22:32:03.397Z,dkellercmt.bsky.social,"Our Friday all-mailbag edition of CHART THIS with Dave Keller is now posted!  Please enjoy a thoughtful discussion of breakout potential for $NFLX, ""gap and fail"" pattern for $ENPH, and what semi-annual earnings could mean for investors.

youtu.be/sQdmPpArERo 

Have a fantastic holiday weekend!",NFLX earnings,at://did:plc:2bzccceijnwtrsg7v7lc3ey2/app.bsky.feed.post/3mimrlhrzqi2v,True,True,False,True,3,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-04-03T17:02:47.462Z,mosesinvests.bsky.social,"$NFLX exits the Warner Bros. bidding war. Pockets a $2.8B termination fee instead.

Q4: 18% revenue growth. Q1 earnings: April 16.

Raised prices again. Analysts upgraded into the print.

The discipline: don't overpay for content. Let competitors do it.",NFLX earnings,at://did:plc:ajulrxtwzfa675o4xaw6zaci/app.bsky.feed.post/3mim76pbybr2l,True,True,False,True,3,high
NFLX_Q4_2022_2023-01-26,NFLX,NETFLIX,2026-03-26T02:56:55.692427Z,epsteinweb.bsky.social,"EFTA02141879.jpg
#epsteinweb #efta02141879
https://epsteinweb.org
Available in the iOS app store now!
https://apps.apple.com/us/app/epstein-web/id6758880661",NFLX earnings,at://did:plc:ndjyym3ihrqu3g25gdztefrv/app.bsky.feed.post/3mhwm6sz63v2v,False,False,False,True,1,medium
